priority_rank,bucket,score,final_psx_address,beta_psx_address,repo_function,file,line,status,markers,mapping_status,ghidra_entry,ghidra_name,body_size,caller_count,callee_count,runtime_focus,nd,reason,next_step
258,P2,50,0x80082900,0x80082900,DrawAllAnimatingItems_ASM,SPEC_PSXPC_N/ANIMITEM.C,2212,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
259,P2,50,0x8008f374,0x8008f374,CalcClipWindow_ONGTE,SPEC_PSXPC_N/BUBBLES.C,45,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
260,P2,50,0x80083434,0x80083434,if,SPEC_PSXPC_N/CALCHAIR.C,895,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
261,P2,50,0x80085414,0x80085414,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,1208,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
262,P2,50,0x8008582c,0x8008582c,GetFrames_CL,SPEC_PSXPC_N/CALCLARA.C,1874,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
263,P2,50,0x800858c8,0x800858c8,GetBestFrame,SPEC_PSXPC_N/CALCLARA.C,2167,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
264,P2,50,0x8007b5b4,0x8007b5b4,if,SPEC_PSXPC_N/COLLIDE_S.C,671,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
265,P2,50,0x8007d48c,0x8007d48c,GetChange,SPEC_PSXPC_N/CONTROL_S.C,30,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
266,P2,50,0x8007d53c,0x8007d53c,AnimateLara,SPEC_PSXPC_N/CONTROL_S.C,80,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
267,P2,50,0x80090bd8,0x80090bd8,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,310,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
268,P2,50,0x80090a88,0x80090a88,DecodeAnim,SPEC_PSXPC_N/DELTAPAK_S.C,388,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
269,P2,50,0x8007e6c8,0x8007e6c8,InitSubDiv,SPEC_PSXPC_N/DRAWOBJ.C,617,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
270,P2,50,0x8007e65c,0x8007e65c,IniPrim,SPEC_PSXPC_N/DRAWOBJ.C,735,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
271,P2,50,0x8007e8f4,0x8007e8f4,SubDiv4,SPEC_PSXPC_N/DRAWOBJ.C,798,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
272,P2,50,0x8007e830,0x8007e830,SubDiv3,SPEC_PSXPC_N/DRAWOBJ.C,906,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
273,P2,50,0x80062320,0x80062320,S_DrawDarts,SPEC_PSXPC_N/DRAWSPKS.C,16,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
274,P2,50,0x8005dfb0,0x8005dfb0,GPU_UsePolygonBuffers,SPEC_PSXPC_N/GPU.C,44,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
275,P2,50,0x80001a0c,0x80001a0c,if,SPEC_PSXPC_N/LARA4.C,243,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
276,P2,50,0x8008669c,0x8008669c,S_CalculateStaticMeshLight,SPEC_PSXPC_N/LIGHT.C,115,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
277,P2,50,0x800779dc,0x800779dc,mSqrt,SPEC_PSXPC_N/MATHS.C,118,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
278,P2,50,0x80076558,0x80076558,mTranslate,SPEC_PSXPC_N/MATHS.C,285,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
279,P2,50,0x80076e60,0x80076e60,iRotY,SPEC_PSXPC_N/MATHS.C,610,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
280,P2,50,0x80076f04,0x80076f04,iRotZ,SPEC_PSXPC_N/MATHS.C,738,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
281,P2,50,0x80076fdc,0x80076fdc,iRotPackedYXZ,SPEC_PSXPC_N/MATHS.C,811,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
282,P2,50,0x8007700c,0x8007700c,iRotSuperPackedYXZ,SPEC_PSXPC_N/MATHS.C,818,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
283,P2,50,0x800768bc,0x800768bc,mRotSuperPackedYXZ,SPEC_PSXPC_N/MATHS.C,873,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
284,P2,50,0x80076970,0x80076970,setrot,SPEC_PSXPC_N/MATHS.C,957,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
285,P2,50,0x80077250,0x80077250,InterpolateMatrix,SPEC_PSXPC_N/MATHS.C,996,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
286,P2,50,0x80076a28,0x80076a28,ASM_GetBounds,SPEC_PSXPC_N/MATHS.C,1098,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
287,P2,50,0x80076a28,0x80076a28,GetBounds,SPEC_PSXPC_N/MATHS.C,1103,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
288,P2,50,0x80076b14,0x80076b14,mClipBoundingBox,SPEC_PSXPC_N/MATHS.C,1118,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
289,P2,50,0x80076cb4,0x80076cb4,InitInterpolation,SPEC_PSXPC_N/MATHS.C,1123,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
290,P2,50,0x80076d8c,0x80076d8c,iPopMatrix,SPEC_PSXPC_N/MATHS.C,1214,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
291,P2,50,0x8008582c,0x8008582c,GetFrames,SPEC_PSXPC_N/MATHS.C,2240,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
292,P2,50,0x8005edf8,0x8005edf8,DrawF4,SPEC_PSXPC_N/MISC.C,89,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
293,P2,50,0x8005eecc,0x8005eecc,DrawLineH,SPEC_PSXPC_N/MISC.C,127,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
294,P2,50,0x800019d8,0x800019d8,if,SPEC_PSXPC_N/MISC.C,470,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
295,P2,50,0x80061d1c,0x80061d1c,ProfileAddDrawOT,SPEC_PSXPC_N/PROFILE.C,162,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
296,P2,50,0x80063ddc,0x80063ddc,if,SPEC_PSXPC_N/REQUEST.C,177,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
297,P2,50,0x80063e90,0x80063e90,if,SPEC_PSXPC_N/REQUEST.C,196,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
298,P2,50,0x801bc380,0x801bc380,DrawRoomsAsm,SPEC_PSXPC_N/ROOMLETB.C,1492,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
299,P2,50,0x801bc4d0,0x801bc4d0,DrawRoomletListAsm,SPEC_PSXPC_N/ROOMLETB.C,2408,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
300,P2,50,0x80091480,0x80091480,S_SoundPlaySample,SPEC_PSXPC_N/SFX.C,205,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
301,P2,-130,0x80062320,0x80062320,S_DrawDarts,SPEC_PSX/DRAWSPKS.C,16,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
302,P2,-130,0x8005dfb0,0x8005dfb0,GPU_UsePolygonBuffers,SPEC_PSX/GPU.C,37,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
303,P2,-130,0x80061d1c,0x80061d1c,ProfileAddDrawOT,SPEC_PSX/PROFILE.C,162,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
304,P2,-130,0x80063ddc,0x80063ddc,if,SPEC_PSX/REQUEST.C,177,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
305,P2,-130,0x80063e90,0x80063e90,if,SPEC_PSX/REQUEST.C,196,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
306,P2,-170,0x8008f374,0x8008f374,CalcClipWindow_ONGTE,SPEC_PSXPC/BUBBLES.C,17,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
307,P2,-170,0x80090dcc,0x80090dcc,DrawCutSeqActors,SPEC_PSXPC/DELTAPAK_S.C,9,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
308,P2,-170,0x8007f9e4,0x8007f9e4,MakeMono,SPEC_PSXPC/DRAWOBJ.C,5,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
309,P2,-170,0x80064ef8,0x80064ef8,MGDrawSprite,SPEC_PSXPC/DRAWPHAS.C,609,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
310,P2,-170,0x80062320,0x80062320,S_DrawDarts,SPEC_PSXPC/DRAWSPKS.C,16,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
311,P2,-170,0x8005dfb0,0x8005dfb0,GPU_UsePolygonBuffers,SPEC_PSXPC/GPU.C,36,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
312,P2,-170,0x80076558,0x80076558,mTranslate,SPEC_PSXPC/MATHS.C,184,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
313,P2,-170,0x8007669c,0x8007669c,mRotX,SPEC_PSXPC/MATHS.C,297,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
314,P2,-170,0x80076744,0x80076744,mRotY,SPEC_PSXPC/MATHS.C,302,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
315,P2,-170,0x800767e8,0x800767e8,mRotYXZ,SPEC_PSXPC/MATHS.C,354,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
316,P2,-170,0x80076804,0x80076804,mRotZ,SPEC_PSXPC/MATHS.C,360,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
317,P2,-170,0x800768bc,0x800768bc,mRotSuperPackedYXZ,SPEC_PSXPC/MATHS.C,365,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
318,P2,-170,0x8007693c,0x8007693c,mRotPackedYXZ,SPEC_PSXPC/MATHS.C,370,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
319,P2,-170,0x8007696c,0x8007696c,SetRotation,SPEC_PSXPC/MATHS.C,375,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
320,P2,-170,0x80076970,0x80076970,setrot,SPEC_PSXPC/MATHS.C,380,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
321,P2,-170,0x80076a28,0x80076a28,ASM_GetBounds,SPEC_PSXPC/MATHS.C,409,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
322,P2,-170,0x80076a28,0x80076a28,GetBounds,SPEC_PSXPC/MATHS.C,414,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
323,P2,-170,0x80076b14,0x80076b14,mClipBoundingBox,SPEC_PSXPC/MATHS.C,429,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
324,P2,-170,0x80076cb4,0x80076cb4,InitInterpolation,SPEC_PSXPC/MATHS.C,434,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
325,P2,-170,0x80076d8c,0x80076d8c,iPopMatrix,SPEC_PSXPC/MATHS.C,495,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
326,P2,-170,0x80061ee8,0x80061ee8,mcDir,SPEC_PSXPC/MEMCARD.C,19,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
327,P2,-170,0x800620ac,0x800620ac,mcClose,SPEC_PSXPC/MEMCARD.C,81,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
328,P2,-170,0x800620cc,0x800620cc,mcGetStatus,SPEC_PSXPC/MEMCARD.C,88,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
329,P2,-170,0x8005edf8,0x8005edf8,DrawF4,SPEC_PSXPC/MISC.C,75,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
330,P2,-170,0x8005eecc,0x8005eecc,DrawLineH,SPEC_PSXPC/MISC.C,85,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
331,P2,-170,0x8005f34c,0x8005f34c,GPU_GetScreenPosition,SPEC_PSXPC/MISC.C,264,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
332,P2,-170,0x80061d1c,0x80061d1c,ProfileAddDrawOT,SPEC_PSXPC/PROFILE.C,27,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
333,P2,-170,0x80061c94,0x80061c94,ProfileRGB,SPEC_PSXPC/PROFILE.C,32,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
334,P2,-170,0x80061a90,0x80061a90,ProfileAddOT,SPEC_PSXPC/PROFILE.C,37,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
335,P2,-170,0x80061a48,0x80061a48,ProfileReadCount,SPEC_PSXPC/PROFILE.C,42,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
336,P2,-170,0x80061a0c,0x80061a0c,ProfileStartCount,SPEC_PSXPC/PROFILE.C,47,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
337,P2,-170,0x80061978,0x80061978,ProfileInit,SPEC_PSXPC/PROFILE.C,52,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
338,P2,-170,0x8006194c,0x8006194c,ProfileCallBack,SPEC_PSXPC/PROFILE.C,57,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
339,P2,-170,0x80063ddc,0x80063ddc,if,SPEC_PSXPC/REQUEST.C,184,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
340,P2,-170,0x80063e90,0x80063e90,if,SPEC_PSXPC/REQUEST.C,202,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
341,P2,-170,0x801bc380,0x801bc380,DrawRoomsAsm,SPEC_PSXPC/ROOMLETB.C,8,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
342,P2,-170,0x801bc4d0,0x801bc4d0,DrawRoomletListAsm,SPEC_PSXPC/ROOMLETB.C,19,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
343,P2,-170,0x80091518,0x80091518,SPU_Play,SPEC_PSXPC/SFX.C,8,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
344,P2,-170,0x80091708,0x80091708,SPU_Status,SPEC_PSXPC/SFX.C,50,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
345,P2,-170,0x800914e4,0x800914e4,S_SoundSetPanAndVolume,SPEC_PSXPC/SFX.C,147,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
346,P2,-230,0x800019d8,0x800019d8,if,SPEC_PC_N/SPECIFIC.CPP,675,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
347,P2,-230,0x80090bd8,0x80090bd8,DecodeTrack,SPEC_PC_N/SPECIFIC.CPP,1934,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
348,P2,-230,0x80090a88,0x80090a88,DecodeAnim,SPEC_PC_N/SPECIFIC.CPP,2012,decompiled,,repo_only,,,0,0,0,no,no,repo-only: mapping à vérifier; statut decompiled,Vérifier l'adresse/commentaire puis mapper dans Ghidra avant de modifier le statut.
